,Utterance,Response
345548,with the my big inspiration the sweet sexy and super gorgeous 🔥🔥🔥🔥,thanks love
346206,yeah it was hella good not surprisingly the animation/visuals/choreography was fuxkin sublime story was good too vincent is hot,he's so hot! that train sequence is 🔥🔥🔥
346508,can't wait! 😍😍🎤🎸,"i bought tix for this rock and/or roll show far in advance, i'm looking forward to it! 💣🔥"
347218,either money longer (lil uzi) or broccoli (dram ft lil yachty),both fire 🔥
347444,i'm really just a straight up mess,damn boo make the third pic you avi 😍😍😍🔥
348876,your hair is looking on point! 👌🏻 love it when you have it long &amp; slicked back on the top &amp; closely shaved at the sides!😍👌🏻🔥,thank you baby!
349584,"i mean.. my oh my, what a man. 🔥🔥🔥🔥🔥🔥🔥🔥🔥",what because left you in cali you had to find a new bae?
350006,this ty $ album is 🔥,is there a new one?
350104,smh the real outta ny,jiggy shxt 🔥🔥🔥🔥🔥
350460,dropped today &gt;&gt; campaign by ty dolla $ign on .,🙌🏾🙌🏾 thanks. see it on spotify. last joint was flames🔥
353070,😂😂😂😂😂lmaaooo shit was fire and catchy 🔥🔥🔥🔥,"listening to it now like who gave this a pass???, lmao."
353818,janelle from is responsible for this 🔥 🔥 🔥 🔥 🔥 🔥,i can't even deal with how much i love this.
355056,but yo man good seeing you again bud 💥👊🏽!! ogs right here 🔥🔥,! 👊🏻👊🏼👊🏽👊🏾👊🏿👊😃👍 ( - founder of the !)
357138,nicole and deimos don't have what eric and nicole had. i'm sorry.,chemistry🔥🔥
359068,it felt good to unfriend all those friends i just unfriended.,now that's a crazy friday night right there 🔥
360332,sometimes you learn so much about yourself on twitter...enjoy 🔥🔥🔥🔥🔥🔥😲😲😲🔥🔥🔥🔥🔥🔥🔥,cleveland's got your back. throw your game.
361466,id say we don't have a skeptic anymore!! ❤️❤️👍👍💃🏻💃🏻🎧🎧😱😱🤗🤓🔥,ahhhhhh 😍 double-thank you !!!
362472,so so happy for you getting to experience all of this so many times! mel looks so comfortable w/you in pics! 🔥,thank you so much love 💓 i'm really grateful for this tour and allowing me to get closer to mel. it ended with a bang!
363336,ask me questions pleeeeeease,"when are you gunna release ""thotty""?? been listening to the radio clip on loop for way too long 🔥"
364622,mine too! even when i don't use my curling iron.,omg the curling iron is what gets me everything time!! 🔥
366614,needs to be a regular guest. she's en fuego 🔥🔥,agree. what's her twitter ?
368546,"fuck it, slide through to the drake after party unless y'all got an afterparty. 😂🔥",ya right all the way in sf!!!! i'll catch an uber nbd
368574,i miss you too girl! we still haven't hung out since kayaking that day 😭😭😭😭🔥,i know. we need to change that a$ap like rocky.
368580,copped from barneys !!!!!! 🔥🔥🔥🔥🔥,should i keep trying?
372058,man. back from florida and it’s fall. ♥️ it. sure was hot down there. 🔥,welcome back
372392,i haven't seen us this dominant in a while! 🔥,"there was great balance, and no one to slow down our attacks going forward 😉"
375768,i mean really they owe us so,especially if the season is like: 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🙃🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
376564,i want to be as clean as her😭👏🏽🔥,clean how exactly..
382092,😭screw you! i would never wear that shit,all you needed was one of your signature necklaces 🔥🔥🔥🔥🔥🔥
382860,we miss u too. it's weird without u 💔,love the new hair btw😍😍😍🔥
384086,here's your feelgood story of the day: no one wants to stay at trump's new dc hotel.,when you find out an esteemed writer is equally as gifted with burns 🔥🔥🔥
385192,hillary clinton drops a debate bomb on trump by releasing 19 pages of his fact checked lies via boom! 🔥,"-that represents most of his position, i'm certain. he will have to whittle it down to nothing!"
385984,only because o been following you since you before you were famous 😶😑,"true, shoulda rectified that situation awhile ago. i'll put up a paper lantern 4 solidarity 🙌🏼🔥"
391182,his free style at sneaker con was 🔥🔥,his freestyle was so good too!!
391864,shoutout to the woman walking around whole foods with a burning stick of incense in her hair,please post a photo when her hair catches on fire 💁🔥
392996,watching london has fallen. hope i don't fall asleep,well this movie takes an unexpected turn 😳🔥
394488,we will all still have each other after bvg is gone 🔥,y'all r gonna have to give me 💪 to see it live next week!!!
396598,yes! i'm watching it too,yea its 🔥🔥🔥
397734,agree would love them sized for twitter header. killer app one is 🔥,"how awesome and talented is this community , jay diego, manny, fcruz crypt lol unreal talent"
399586,"such a dirty, wet, sloppy shoot with these sexy sluts ❤️🔥","whenever a photographer says, ""smile"", replies back, ""with tits in or out?"""
405160,the get down 🔥🔥🔥🔥,the first episode didn't quite hook me as i hoped
406682,i was going too but now he wanna come to cali 😂😂🔥,excellent!!! 🙏🏽 then i better see yal on the snap soon 🙌🏾
410068,fr tho birds is 🔥🔥🔥,every track's a hit!
412898,that dance break tho! 🔥,they still got it
413194,being hungry this late night sucks,except when you make it to in n out 5 minutes before they close 🙌🏾🔥
413202,except when you make it to in n out 5 minutes before they close 🙌🏾🔥,made it from the bay bridge to san ramon in 25 minutes lol
415296,"truth, fuck you publishers, stop blaming ad tech.",fired up post-run rb🔥
415964,lol i loved it there have fun,haha ye! is my second time but it is always amazing to be here 🔥
416596,'cannon' lil wayne (dedication 2 mixtape),shit still 🔥🔥🔥
417736,i use to work with this guy never knew he had bars🔥,yeooooooooo whats good bro!!
419552,send me some bankroll fresh/young jeezy type beats this morning aarondolla8.com 😎🔥,hey hyd check these beats
422634,fright fest next week 🔥,i'm there bro ‼️
424550,is no one going to acknowledge hot avi??😩😻😻,i was thinking the same thing 🔥
426452,producers follow and send beats 🔥,hey hyd check these beats
427886,i need some raw ass beats😳🙄 👀jeffcberry19 is the email show me some 🔥🔥🔥,here are some beats
427966,yo i thought it was sunday but now i realize that its saturday 🔥,now it's sunday
428514,"its almost 2am, and &amp; i are singing our favorite church songs 🔥","🎶god will provide for all that we need, here at the table of plenty🎶"
431648,also loved mitchum in night of the hunter &amp; heaven knows mr. allison🎥🔥🔥,"yeah, mitchum was a noir film unto himself. he had no fear of going to dark places or alienating audiences. one of a kind."
432272,who wants a t-shirt! to enter our twitter t-shirt toss! 🔥🔥,section 141 row 17 seat 4
432276,who wants a t-shirt! to enter our twitter t-shirt toss! 🔥🔥,section 141 row 22 seat 14
432336,who wants a t-shirt! to enter our twitter t-shirt toss! 🔥🔥,on my couch!! ronkonkoma ny. where were you last night when i was cold in 500's and praying for a win till the bitter end.
433916,this is one of the best brand gifs i've ever seen.,they're campaigns for the last few years have been 🔥
435132,the saddest thing about the les miles firing? lsu fans probably think they have a shot at david shaw. bless their hearts.,maybe they'll hire clayhelton or lane kiffin 😱😱😱🔥🔥🔥
436028,"i'm actually melting, this is a bit much without ac",it's all because you played super hot yesterday 🔥
438286,starting the day off right. mixing dance music always gives me energy 🤘🏼,dope! i really think you'd like some of the newer stuff i'm working on. gotta get back in the studio! #🔥
439242,what videos do yall want from off of 🤐💸💦💰💯,flex on em remix 😈🤘🏽💯‼️🔥🔥
439276,can capture the tonight at of champions when he faces ?…,yes roman regins will become us champion and you can believe that😘😘💞💞💞🔥🔥🔥
441682,join boss ig • richforever 🔥,salute ross. follow back.
443706,the banana bread from starbucks is pure fire 🔥🔥,oh nah i'm en route in 10 minutes to see what you talking about
443886,this weather was not conducive to an immersive folsom street fair experience.,i agree..seen the people i wanted see and left 🏃🏻💨💨💨☀️🔥
445050,starting block2 this week s3,go on wit yo bad self 🙌🔥
446144,both girls are 💍🔥😈🔥,"i'm no boy scout, but maybe i can earn my badge in starting fire at ';)"
446178,both girls are 💍🔥😈🔥,you three hotties together would friggin' melt jersey ';)
449366,me and my little brother shedeur shining! lol,the whole family🔥🔥🔥
451066,when is it the appropriate time to play christmas music?,who be slapping that santa shit 24/7??😈🔥
451902,when my uncle's mistress got upset that his mama didn't list her as his wife in the program so her &amp; her cousins tried to fight my family 🔥,"important to note: my uncle was in his 30s at the time of his death and never married. he hoed until his dying day. his bm wild crazy, tho"
453928,it's fuckin lit 🔥🔥,wow kill me
454418,a bum just sprayed me with a hose and i'm legit not even mad about it because it's hot af.🔥,i left the freezer open for an hour there to sort the house out
454922,new music discovery this shit is lit 🔥🔥,white people make me cringe so much 😷
456904,"genuinely, truly hope hillary's only statement in the debate tomorrow is ""dracaris"".",nailed it! 🔥
459766,meadows fest in the day and snl at night = ny gonna be 🔥,i cant wait
459936,checkout my new track!! pharaoh (original mix) - fame,this goes hard! 😱🔥
461426,performing with was amazing 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,"i really wish and pray that you'll see me and notice my existence, i love you so much, please follow me queen, pretty please."
461432,performing with was amazing 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,"you did an outstanding performance at the i'm so proud of you queen, you totally rock that stage"
461938,what a time,damnnnnnnn look at that squad 🔥🔥
462952,"got my new pin 237 in the mail today, here it is adorning my fave red(rum) shirt. i'm off to chop thr…",oh and a death patch 🔥
468262,biggest record in the club right now 🔥,when i hear that in the spot i go off
476604,make sure you have my notifications turned on because this is what's coming up 🔥,been on ♥️♥️♥️
477408,these are 🔥,hell yeah ovo 12s...
478572,when you get to the parking lot 40 mins before class starts and there is still no parking,ur profile pic slays🔥🔥🔥
480100,sir tokes - namaste (prod. harrison turner) via,clothes over hoes but i like her naked. ashamed i just noticed that flame line. 🔥🔥🔥
481266,graduation and motm🔥,two albums that lyrically impacted me fam
482466,just spoke to just now we locked in and i had to tell him he's tape is 🔥🔥🔥,put on drink champs.. we need a interview !!!
483956,this weather is gross! it doesn't feel like fall 😪,it's a new season 🔥
484238,also we don't do mt rushmores now but if i did a plus-sized model one iskra lawrence takes four spots (not a fat joke/could be a fat joke),i've been follower her for awhile... she's 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
485062,don't have tickets for the final series? rt for a chance to win ✌ tickets for a game vs. dodgers!,"that grass is saying, ""help me."" 🔥🔥🔥🔥🔥🔥"
488596,sick flips 😍💯🔥,watch the new video with it!
490318,i'd pay all the $ i have for your copy of acomaf!!!! it's priceless 😍😭🙌💯🔥,aw thank you!! xx
490932,fire brigade out cos it's too damn hot 🔥,how hot is it there?? my entire feed is people in sf saying 'halp!'
492966,88 degrees in my backyard 🔥,remember being in school and trying to concentrate in this in september? then having to to homework in it?
493808,"i can't cook for you, but i sure can suck you dick pretty well 🙃 am i still wifey material orrrr?",i'll show you how to cook 😎🔥
494170,campaign - ty dolla $ign feat. future 🔥🔥,okay but wait you can't be tweeting about songs without giving credit to the person who showed you
494344,wow. add instruments 🔥,🔥🔥🔥 flamessssss
494506,88 degrees in my backyard 🔥,"90+ in alameda. fucking global warming is real, brah:"
495674,rt this if you've got hillary's back tonight.,got your back! ❤️ slaaaayyy⚔ the trumpster fire! 🔥
496196,rt this if you've got hillary's back tonight.,got your back! ❤️ ⚔ slaaaayyy the trumpster fire🔥
498024,this debate is abouta be litt🔥🔥🔥,you playing the drinking game?
499072,neefbarz.com send beats 🔥,hey hyd check these beats
499348,red was an excellent choice. 🔥🔥🔥🔥🔥,i wore my red pants to my job interview at . it worked out ok for me!
502128,if u into that fly shit... 🔥🔥🔥🔥🔥,oh you wasn't got tweet it huh? 🙄 knew you couldn't hold it in ✊🏽
503604,that feeling when you find a hidden trump supporter on your tl. *burns laptop*,burn it to the fucking ground! 🔥💻🔥
503974,drink every time you start cry-laughing and somehow can't stop and then you're just crying and then you're just screaming,we’re just crying 😓🗑🔥
504622,and lester doesn't seem to care... rt : 🔥🔥🔥,her pantsuit distracts us. too bad she doesn't har red hair
507406,"""racist birther lie"" dammmnn, girl yeah","""he has a long history of engaging in racism"" 🔥🔥🔥"
507796,"if you delete a tweet, it never happened in the first place. everyone knows that.",it was never deleted. it's amazing someone took a screenshot by turning their data off and it spreads like 🔥🔥
510516,"i can't tell which is more lit: my twitter feed, or my mom's texts. 🔥",my twitter is on 🔥🔥🔥🔥🔥🔥🔥
512142,producers send beats to ; guapfbg.com 🔥🔥,hey hyd check these beats
513352,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥the only secret is that he has no plan🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,"that's not a secret, he literally said it during the commander in chief forum, but no one picked up on it. so sad. 😢"
513390,holy shit hillary stamina bar was 🔥🔥🔥🔥🔥🔥,she grilled him
516750,tfw you have a hot norah jones take and no one to tell who would care,so long as it doesn't slander little broken hearts album i'm here for it 🔥🔥🔥
519614,hilary: the number one cause of death in adults is the gun epidemic! ...number two is me.,music too 🔥
520036,"even if we don't support her and agree with a third party, like stein, more?",yes. and hillary's energy platform and tuition plan should get you on board if you liked bernie 👓✌🏻️🔥
520438,how did that happen,i finally got recognized. 😤🔥
520586,is lil p-lo finally being gassed up?,contact me for upcoming events near you😤🤘🏽🔥
520840,with my baby last night 🔥,kinda think concerts aren't just her thing but our thing now. i love you❤️
521072,with my baby last night 🔥,kinda think concerts aren't just her thing but our thing now.. i love you ❤️
527162,"estimate based on french-english corpus for wmt being &gt;2 gb, google paper saying own corpora ~2-3 orders of mag bigger.",how is this data loaded? ever tried increasing those dim_words or inputs length? aws instance goes into haltin mode 🔥💻🔥
527224,for my niggas it was too complex when nas rhymed i was the only compton nigga with a ny state of mind. 👌🏾,one of my favorite lines 🔥🔥
528054,quick glimpse into my year as a 21 year old lol,happy belated birthday gorgeous! ❤️🙌🏼🔥
528226,strawberry shortcake🍓,this looks🔥
529232,damn 😭😭 missing you too bro! 😭🐺🔥,no neta just want to hug you 💔 the sad part is that i wouldn't be able to hug you due to how swole you are💪🏻🐺
533278,fuck it. i just gave in and ordered a ring light. it was about time. my hair pic about to be on a hundred thousand trillion.,why i just looked at your picture like i wonder if she got a ring lit 🔥🔥🔥🔥
533498,two weeks since watchos 3 and my battery life is still 🗑 🔥,"it’s just the first little but after updating, i’m sure it’ll get better soon."
539468,when he lets u walk him home to harlem 🌟😎✨,gorl who?!?! 👀👀👀👀🔥🔥🔥🔥
541516,why i just looked at your picture like i wonder if she got a ring lit 🔥🔥🔥🔥,"yessss i deadass just said fuck it, and it was soooo worth it!!!!"
545366,q1: what is on your essential packing list to make you outdoor space more comfortable?,"a1: for a big family of 6 like ours it means comfy 💤 areas, hot cocoa/☕️ on the ready and a roaring 🔥"
547058,i'm on it bro 👍🏿👍🏿👍🏿,to many lines in that joint just to quote 1! 🔥🔥🔥🔥
548474,new highlight reel so much left out and still too long cody 2016 spring &amp; summer highlights via,i know this 1 is too long &amp; i left a bunch out too its a great video though💯🔥🔥
550832,i couldn't order it online 😕 omg foreal?!!! 😋🔥,oh really 😐 smh the system is probably messed up lol and yeah it's actually pretty good haha
551616,yeezy season 2. 🍁🔥,she does it the best
553598,"every fire i've ignited, faded to grey",except the one in the santa cruz hills 😂🔥
554462,"the irony is that said nuclear weapons are his concern. it's a good way to avoid global warming, but if he got elected, well… ☢️🔥","if is elected, i know that we won't blow up the planet with nuclear weapons, &amp; we can put it lower on the list of concerns."
554708,nah i woke up after 3 way dropped lol,"that's the right tape to wake up to, a subtle five tracks of straight fire 🔥"
556496,random ppl come into twitch chat to write me paragraphs about how much better their sr and game comprehension is after watching my videos 😊🔥,ever considered making a subforum? or more actively promoting your discord?
556564,fish spot on linden callin me 🔥,which spot is this ?
557858,"so we'll see supreme/visvim (october), a camo themed supreme/tnf (november) and supreme/cdg also very soon 🔥",collabs most always make the difference!
559056,this album is 🔥,very slept on
559770,i ate a beef patty that shit was 🔥,you aint have no cocoa bread tho
561602,sporting my new in tandem w music socks to honor world premiere of lose yourself…,thanks for your passion. love it! 🔥🔥🔥
563696,"this week's is a pair of nmd ""masterminds""! enter now by clicking the …",those are 🔥🔥🔥
564076,them shits crispy too 😋🔥,there's nothing tooo it. i lost my virginity in these jawns..
565716,give us a listen while we talk mlb playoff push and nfl football i think i won the picks this week 🔥🔥,yes u did 4-2 lol i'm calling my wins next pick. join us tonight on the scoreboard …
565998,yo! gone! put one in the sculpture in center. 4-1 ! 🔥🔥🔥🔥,⚾️ we are so lucky to have you yo! 😎
566854,new single feat a banger!!🔥🔥 🔥🔥,this shit so whack
567414,that song is 🔥,facts it is
569300,i wear shorts all year round.,i wear shorts 4-5 months a year. oh i would burn so bad in hawaii. 🔥🔥🔥🔥
569568,both of y'all 🔥🔥🔥,i'll always love this gif 😂😂
570244,🔥🔥 w/host x 🔥🚨🔥,i'm on that!!!
572592,rarest iphone in the game! i got an extra for one of you guys 🔥,can u please pick me i have a 30 dollar smartphone it has android 4.0 keaton please im begging u
573360,can't wait to hype up your guys game bro. the soccer team comin in clutch 😂💛💚,fr bro! can't wait either glad we all bonding this year 🙏🏼🔥
573850,last night at home for a while. this school year is gonna be 🔥🔥,plz don't leave me here alone. 😳
574410,give her the slip. come thru,ugh bitch yall better be down for ratchetivities tmro or else 🔥
577062,lol it wasn't just a boogie u ever heard of drake? dom found him chilling one day and was like yo u should start rapping,"yo tell him to start recording corey, you ever heard his single 2 dabs i heard that shit was fire🔥🔥🔥"
578682,"super good 's ep ""mad"". been listening on repeat 2nite. everyone check it, one track will be featured on my new playlist 💯🔥",listen to mad by karimthapeasant on .
581950,it's ok you was on fire 🔥,thanks dude i really appreciate it...felt good to rip them apart like they deserved to be
583066,all producers send beats : therealmani16.com studio tomorrow morning 🔥,what up check these beats out
583116,and a perfect move set for lapras 🔥,i'm gonna rename her laura now thanks! 😂i honestly don't know shit about moves and hp and all that stuff! i just want them all!
583616,that article is wild though,fam i'm distraught. think of possibilities of mixing and matching for your baby. 🔥🔥🔥
583726,love it! can't wait to see 😍 see you this weekend! we have lots of cheering to do ⚾️🎉🔥,yasssss we'll be there! 😘😘😘
584272,saw this last week. let me know what you think.,🙏🏾👊🏾✊🏾 dope name btw. comicbooks and geek culture 🔥🔥🔥
584810,go check out the midseason ! 😈🔥,go to saints
586440,finally someone who appreciate the cuisillos 😭😭😭,always have 😭🔥
586458,such a stud in your header 😍🔥,thankful my best friend is such a sight for sore eyes😫😛❤️️💦
587242,"great audition! i'm glad i caught the last minutes of the show. verrry nice! oh, and btw, top 100 on itunes already! ⚡⚡ 🔥",he has really good voice to bad that he not one the top 20 tea yet let's hope he make's it
587322,the best lyric prank just happened 😂😂 yo i might have to do a follow up lol,you're fucking lit chino🙌🏼🔥
587728,late night vibes. 🔥,bedtime was my late night vibes but looks like i gotta listen
587772,late night vibes. 🔥,"saw them both open for in nyc, might i add"
587946,tomorrow. 10 am pt. 🎯🎯🎯🎯🎯 🔥🔥🔥🔥🔥,have a fun 😬
587982,nyc vibes.🔥,so are u seeing and or na
588870,is this a thing that normally happens?,welcome to being a californian mang 🔥
591332,my sweet 16 was everything to me i wish i could go back just for that day 😩,the xx playing though 🔥
592382,join the fun and get axis to my interact with me on a daily basis!,now that's hot 🔥
593808,i need some 🍕🍕🍕🍕🍕 in my life. gonna have to make a pit stop before the club....,shoulda waited... the quesidillas de alpastor they had were 🔥🔥🔥
595682,got any fave songs?,a banga but i'm feeling your verse on 🔥🔥🔥🔥🔥
598458,the migos performing hannah montana with a live symphony orchestra 🔥,y does this remind me of you
599070,new rick owens cost a check new red bone she straight from france,you're twitter header is straight 🔥
600572,free tc still 🔥,"word, this new album ain't doing it for me at all."
602606,happy birthday lmk when you cop that shit 🚗🔥,thanks shmoney! i'll hit you when i do 🤔
604158,the by-product of doing | dailyvee 071 🔥🔥🔥🔥,another great episode. i don't need you to motivate me anymore. i keep watching to build more momentum.
605468,can you ask mother nature to blow some hot air towards reno this weekend? brrr. 😮💨🔥,"yeah, drew! we need pool time this weekend! 😬"
605776,fucking lit 🔥🔥🔥,"that's not lit at all, it fcking sucks"
606320,"hahah but when you're 6 windows deep w ~20 each, i gotta give my computer a break...and my emails are back over 1k :(",i got mine down to 14 yesterday. 🔥🔥🔥
607124,"tyler, the creator rapping over kanye west's 'freestyle 4' with asap rocky ad-libbing.",choreograph to this👀🔥
609026,that third verse 🔥,"yeeeeeees, that's the verse i really want folks to focus on if anything :')"
612580,nav. just off the fact that 24hrs is fat and nav makes better beats lol,nav got it! 🔥
612734,attempted the morning run and now have mad respect for runners and cheetahs and all things that run... that was sooo intense,uhhh you back in the city? 🔥
613898,got this late bday 🎁 and it is out of control awesome — thanks a ton internet pal 🙏,dude.... that shirt soo 🔥🔥🔥🔥
614158,shoutout to 's &amp; - dope dudes making dope moves... &amp; they know where to get their burrito fix! 😎🔥,we appreciate great food!
615186,jeffery tour otw 🔥🔥🔥,"nyc 🙏🏽 did vip for hitunes tour past may, now need this new one to support y'all the best!"
617752,"when i was 13, i had a nokia 3390 and a panasonic svav30 but there was no snapchat, no twitter, no instagram, no…",snake was lit tho 🐍 🔥
621340,"savage, i love this.",any idea where i can cop that pin? 🔥
621578,red robin's french fries be on hit every time 😂,nah them tower rings &amp; pink lemonade 🔥🔥
621802,rarest iphone in the game! i got an extra for one of you guys 🔥,so yea i followed you...now what🤔
622252,yaasssssssss 😍 i seriously can't wait for what he has to show us !!! 🔥,i can't wait either! when does the album drop??
627232,just a few of the phones that'll be going out to winners 🔥🔥🔥,please give us one please we need it
627738,hey guys! i made a ✨brand new✨ sticker pack for imessage. please visit my internet web page.,that website. 🔥
628352,minus the legendary status and billion dollar fund,"sorry, that's a cool billion-five and total aum of five yards. you'll get there 🔥"
628928,we lit ... new 🔥,you play gears?
628960,"i have another set of black rose gold zoeva brushes to giveaway, it's gunna be my next tweet so be ready, i'll pick a winner tonight too 🔥",nathan pleaseeee
628970,ay shoutout to all the gld homies out there. all y'all mad tight!,gotta make another collab happen asap! 🔥
629706,"i have another set of black rose gold zoeva brushes to giveaway, it's gunna be my next tweet so be ready, i'll pick a winner tonight too 🔥",yes bitch 👌🏻👌🏻👏🏻
630626,"this is how my squad rolls, come on through !! you are ✨❤️🔥",❤️thank you all the support for all the things... 😭🙂🎉❤️
634156,"no worries, ive planned to vote for the candidate i feel is best. i'll still do that! ✊🏽🔥",that's all any of us can do. i just don't think our earth can take 4 years of a climate denier.
635102,lucious savage af for that justin bieber comment 😭😭😭 journals album was 🔥🔥🔥🔥,i think cookie likes him
635178,this is gonna be soooo lit 🔥🔥🔥,all these struggle rappers and basement producers have found their savior and it's name is spotify jesus.
636376,i'm in utah now for meeting with ! 🔥,lovely; i'll reach out when you're back in pittsburgh. i'm based there for the next months. happy travels!
636562,juicy j went stupid crazy on that mixtape 🔥🔥🔥🔥,check this out jungleboy - go crazy prod by juneonnabeat
636792,check out: young thug and 21 savage are going on tour together . dec 18?,we in there like 88 pre-rolled blunts and 2 lights 🔥
637398,daily conversations with my brother 😔❤️💪🏽🔥,check this out jungleboy - go crazy prod by juneonnabeat
639768,win al east as farrell blows it. 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,manager of the year!
639870,we're so fire 🔥,obviously 👸💁
641646,frankie ruiz is always a must 🔥,"could never go wrong, with any song."
642212,keep your name is on the indie mix playlist on :,steady cookin' up that fire 🔥🔥🔥
643066,alujo of the year 🔥,of the year ? you sure?
643106,indiana pacers to the finals jeff teague rodney stuckey (monta ellis paul george myles turner (thaddeus young) al jefferson 🔥🔥🔥🔥,to the finals to get swept 😂
644174,swoop and i'll provide the drugs dummy haha,that's what i figured 😂😂 i'll go in 20 probably 🤔🔥
644602,hip hop samples 🔥,i make those beats
645734,this graphic is fire! 🔥🔥🔥🔥🔥,shout out iz for the graphic
645836,isn't it supposed to be fall here in la!? ☀️🌡🔥,it's fall here in new york city. come on east!
646292,what the actual fuck it's gonna be october this weekend!?!?!?,it's lit 🤘🏼🔥
646744,ur the positive motivating force within my life,need to go to cascade and listen to this after before i drop you off😏🔥
649424,we in the lash goin crazy. la pull up,i'm in la got some beats 🔥🔥
649502,oooo that's what i like to hear! im sure whatever you're working on is fire🔥,tryna get a song out this week😋
649514,this one from &amp; . oooohhh!! 🔥🔥🔥,ohhh i need to hear that
653356,she knows her stuff. he's wrong &amp; a blowhard. she's has a finance background she's holding his feet to the fire 🔥,it didn't come across in the interview. she did a terrible job. her emotions got the better of her.
653454,she knows her stuff. he's wrong &amp; a blowhard. she's has a finance background she's holding his feet to the fire 🔥,this is the 2nd time i've seen her interrupt a guest like this. last time she had to apologize to her guest.
653532,she knows her stuff. he's wrong &amp; a blowhard. she's has a finance background she's holding his feet to the fire 🔥,this is the 2nd time i've seen her interrupt a guest like this. last time she had to give an apology on air.
654446,haha! go 🏈🔥🔥,ed that's the best hello/intro tweet to a twitter chat i've ever seen!! 🙌🔥
655076,saw her in watertown at . great set. 🔥,"oh wow, thank you!! hope to get back to the soon &lt;3"
655794,"in a theoretical hillary presidency, continued slow economic &amp; wage growth, struggle for blacks",newest on sniffles: breaking cuban embargo right b4 soaping fla.cubans abt how terrible ppl who do that are 🗑🔥
656524,guys at work got me a cake and 2 shots of black for my bday🔥,happy birthday sallllly
657196,"so adventure time is ending huh, so is regular show. realistically steven universe should end within the next 2 years. wat's next?","damn, that means gumball is gonna end soon too, and i like that show the best. hopefully the next cn generation will have some 🔥🔥🔥"
659400,happy birthday to my dawg!!! never will forget the crazy shit you always do😂😂,thanks man!! you're still the goat for pegging me in the head with the basketball on the last try😂😂🔥🔥🔥
661294,favorite track of the past year. 🔥🔥🔥,more than 'nas album done' ?! ;)
662690,soundtrack of the day 🙌🏽🔥,"you're so appreciated, thank you!"
663876,when it's hotter in california than arizona 🔥🔥,it was raining when i left this morning and here its hot already 😂
664990,"nyc ppl: come thru tonight, many pinz 4 u",save me some plz 🔥🙏🏻🔥
665848,i need to catch up on supergirl.,holy crap luke cage is on netflix tomorrow 🔥🔥🔥
665914,best purchase i've ever made. my jean jacket is about to look 🔥,and it came from hawaii like 😍
666392,slayin for a straight year omg🔥🔥🔥,daaammnn she pulled you right back micch lol!😍😍😍
667926,i just paid $5 for more minutes on my prepaid phone hmu on that no txts!🔥🔥,just got that fire trac phone on deck ! 😩🔥👌🏽
670344,fuck yeah killing it 👌👌👌🔥🔥,tyy i remember the first time i tried it was hard to make it look natural but im gettin on the right track!!
672882,no yeah that's a must! do it do it do it. matty is so damn 😍😍😍👌🏼🔥,omg i know right!! 😍😍
675182,"new: &amp; double pump it hard in ""the trainer"" …",athletic 😱❤️🔞🔥
675774,and garnett already has a new signature sneaker too...,sooo gettin these kg7s🔥🔥
676040,had some grits this morning 🔥,i need to try. i've heard good things
677174,working on maybe the dopest sounding track i've made with a good friend that i've never met. her singing is 🔥,i hope you like hip hop/r&amp;b tho
677976,"not only i got accuracy, but i can also straight up make you look like and 🏈🔥",for who jr catz
678688,should go short again or leave my hair as it is??,amber rose short🔥
679096,see you tonight!! - - catching killers and taking names! thursdays 8pm/7c on fox! 🔥🔥🔥,"yes, u will and i won't be late.😍😍"
680348,lol that's the love of the music,i can definitely relate 😂🔥
680962,friday: party sunday: monday: then i'm done until january.,&lt;&lt; 🔥🔥🔥
681430,i can buy you the canvas or whatever else u need 😋,choose ur canvas and the colors if you'd like and i'll whip something up 🔥🔥
681696,i've been feeling like this for years,with the time the picture gets bigger 🔥
682278,victoria secrets done dropped the full dick appointment set. 😭🔥,i can't find this set in the color
683268,the weeknd - starboy ft. daft punk ok this is 🔥🔥🔥,agreed. it's been my jam lately 🎧
684542,"king, the new hip hop bop. track 🔥🔥🔥",already on my playlist.😎👊
685406,lol i bet ny sushi is 🔥,🔥🔥 man i had some deep fried california rool with spicy stuff on top 👌🏼
687928,ahhhhhh first rave i even been to shit is about to get crazy 🔥🔥,this lineup dope homie! enjoy
692050,"i'm a the fame and fame monster stan. if she performs any of those classics, ima go awf! idc idc idc",money honey 🙌🏾🔥
694250,i can officially say you put me on to that song 😂👏🏽🔥🔥🔥🔥,my soundcloud got all the music 👌🏾
694994,that song was super hard ! 🔥🔥,deadass that whole album on soundcloud is crack 👌🏾🔥🔥🔥
