,Utterance,Response
177390,"happy birthday 🎈 thanks for taking care of me last nye, i was done 😭",😂😂😂😂 great night and party lol and no problem ❤️🙌🏾 and thank you 😁🌊
177886,"🤔 i got this one class m,tu&amp;w i sit in the same spot everyday so the nerve of someone to take my unassigned seat",😂😂😩😂. pop on them
179124,😂😂😂is that what you suffered over the weekend 😂🔥,. that was the dog
181532,😂😂😂 no foreal whom ever,"lol whole family , fuck them kids too they came from you"
182928,"😂😂😂😂 you really are a sick son of a bitch ""some you slew, some you took captive"" quran 33.26","once again, james is being used to turn people against islam. our useful idiot."
183728,even if i wear my 7 inch heels i still won't be tall enough,"😂😂😂 no pos wow, better luck next time"
183778,"my god, my professor is asking us if we have any ""unethical"" stories.... flood gates bout to burst",😂 what i would giveeee to be a fly on the wall for this conversation..
186114,get it how you live,😂😂😂 them niggas was wilding like chill bro
186148,nooooo!! it looks so good!! but ohh noooo!!,😂 thanks i think
187580,😂 i was in little italy when it happened. i was tight the 6 was delayed 🙄🙄,the 6 will always be delayed lol
189012,was actually planning on being nice to you .. but i guess i'll rethink that . 🙃,😂 tried that link?
189502,😂 tried that link?,yea the link you sent me was a porn site 🤔
190780,😂😭rt : hope u beatup safaree👊🐯🙊😂😂,hey what's up the beyond beautiful and gorgeous rosa acosta ?
190836,😂😭rt : hope u beatup safaree👊🐯🙊😂😂,watching love and hiphop hollywood right now . 😘😘💯💯👍✌️😍🤗👍😜👌👌👌👌
191240,to the best topps employee out there... 🎉,"😂 thanks, davis!"
191264,😂😂. can't say i blame him👌🏽,lol!!! unfiltered mary is a sight to behold 😂😂😂
191512,😂😂😂 that movie is in my top 10 all time. i just absolutely adore it.,it's so charming 😊
192552,😂😂😂😂 that sucks but funny in a way,"yeah, i know."
192670,😂 i'm having childhood flashbacks! i come from a grapes of wrath family--i rooted for the arkansas chug a bug moons…,good old black and white! classic.
192788,😂😂😂😂 that sucks but funny in a way,this is the picture i got! rob looks so pink in it! lol
193018,she don't even know her man's cheating tho 😭 this bitch only got a body and really look like shrek in the face :/,😂😂😂😂😂 i hate bitches like that thinkin they hot shit
193164,my mother just interrupted me taking a poop so i could check to see if her facebook post was grammatically correct 🙃,😂😂 dude that must run in the family
193578,😂😂😂shoulda snapped it to her,i really should have 😂😂 that would have been amazing omg
196040,"therefore he already has oakland with a non viable proposal, get it?",😂😂 ricky lv is going down
197658,"i'll have u know...u replaced jessica biel on my home screen, and that's a rarity.",😂😂😂😂yesssssss 🙌🏻 i feel honored tbh
199634,😂😭 fuck a wendy's,why you gotta fight with me at elmont deli you know i love to go there
199726,"so there is public transportation, i'm just saying",😂😂😭😂😂😂 ima need to teach mel how to make churros so she can make them for you
199750,"look at that! a former browns qb steps in for cutler. it comes full circle, dude.",😂😂😂 garbage
200104,let me guess...steel cage match ends with........ interference?!,"😂 calling it, rusev rips the door off and gets speared. seth jumps from the top."
200176,my bad i said try... i'm obviously here,😂😂😂 it's always a competition with you.. if i let the people decide you might get your feelings hurt
200354,need to call that dumb beaver lax,😂😂😂 amber rose is another thotty
201670,we basically used to see him before alfredo cut his hair smh lmao,😂😂😂 right!! he needa make a strong comeback
201918,😂😂 this is us,wearing some right now😂😂
202694,😂why u always gotta put me down,dont think of it as a put down think of it as advice😎
203910,😂😂😂 bruh we don't give no fucks when it comes to the lil sis 😂💯,lmao make a niggah wanna come to the games just to cheer with y'all. osrs 😂🙌🏼
204344,automatic knockout is a field goal for the los angeles mets if they hit a touchdown,😂😂😂 thats why the eagles couldn't win the game because the football went into the basket instead of out the park
204384,😂 michiiiii i'm just trying to be like you bro... like literally 😂 see you soon doug,congrats! more to follow!
204452,😂😂 sav ass bunny!,right? i thought she was gone for good &amp; then she randomly shows up lol. there's freakin coyotes out here lol
205244,😂 alright. i guess we will re-visit this on oct. 8.,of course like we been doing the last six years. i ain't join twitter till 2011 though. lol still didn't win then!
205276,they use to try and say we like cousins ok but we not 🙄,😂😂😂 they tried y'all.
205800,lmao crazy thing is you begged for me back 😭 and we got back together,😂😂💀💀 bruhhhhhh like everyone can see the tweets when you said you wanted me back and i can post the texts too
205954,you ain't smoking nothing w nobodys girlfriend🤔🤔🤔,😂😂😂😂😂😂😂😂😂😂😂😂 i hate you 😂😂😂😂
206744,😂 like one of y'all better start cracking up or its fade,really tho sometime i be thinking like was it really that funny should i say it again lmao
206772,i really wanted to see mana today ! 💔,😂 should've told me i got tickets for my dad
207658,bahahah ha are you sure,😂😂😂 carter?
210516,😂 didnt even realize that was a feature. must get 💁🏼,"search the app store, you have to subscribe but so worth it"
211566,now the whole world thinks you've seen my stones.,😂😂😂😂 nope!! let's make that clear right now lol.
212084,"this bash is a bit like a graduation event... shake ban's hand, pose for the parents and then head off for a beer",😂 maybe a bit too early for beers though...
212714,"if someone is too thin to find, i can't blame the spouse if they cheated or drank 2 much.",😂 can't wait for that rationality in your next stand up special.
214656,my ecuadorean sistahhhhhh lmao this tweet made me die laughing - i love you,"😂 i'm glad it did, my ecuadorian queeeen!! i love you more. never loved singing those words more!"
215878,😂 he thinks niggers go to heaven,i'll smack the shit outta you boy
216100,😂😂😂 he's a hater bruh,hella funny lol the guy must have a lot time in his hands 😂👌💯
216160,if it rains i'm going to be pissed😑,😂😂😂 that would suck for you
216402,was genuinely upset when 's snap story ended tonight,😂😂😂 haha we're you expecting more?
220680,😂😂😂 that was klaatu? of everyone to choose? 😂😂😂,the mysteries of topps.
220788,😂😂😂 greatest vine ever,i'm just picturing all of us at denny's saying this😂
220880,😂😂😂 (hands up) i dont want no problems,like duke breeze say it's a stick up 😂💯
221064,"has anyone told benji hom about the creepy clowns on the loose terrorizing people in the south, because i feel as though we should not",😂😂😂 what he doesn't know won't kill him?
222592,same. dad told me he use to make screen doors for submarines. i was gullible 😬. uncle fought sharks 😆,😂😂😂😂😂😂😂😂😂😂😂😂 are you blonde???? 😂😂😂
222628,"😂😂😂 she was talking about calamari, but i thought the same thing.","of course yous did, why would today be any different? 😂😂😂"
223268,there's nothing wrong with him. he knows when a ballpark is a ballpark the stadium is a whole different thing,"😂you sound a little like me....biased! i give citifield and the mets credit, it is a beautiful park. pnc is"
224270,i be like girl i ain't never heard of that religion before lol,😂😂😂 thought i was tha only one 😩😩
225546,😂😂😂😂😂😂 aight! don't forget. you heard of trap karaoke? dolla wanted to hit that up on friday night,heard of it but im not built like yall to get twisted in the evening hours..u guys hittin it up?
225798,😂😂😂 shoot it,so wassssup 👊🏽
226662,😂😂😂 yassss my favorite when it was 2 for 3 dollars haha. i wish there was a 7/11 outcheea,they have them here in new york but i never go to them just the bodegas
226684,😂😂😂 yassss my favorite when it was 2 for 3 dollars haha. i wish there was a 7/11 outcheea,the fact that we did that i am ashamed lol damn
228156,😂😂 you fascist loser 😂😂 in the new world you'll be schlepping communist propaganda leaflets on a street corner🌟👍🐴,"jeeeeez...that didn't even come remarkably close to making any sense. it's okay, lesser being."
228806,😂 you would 😂,isn't this fantastical?!
229542,a biffa is read-t,😂😂😂😂😂😂 i look forward to your reviews 😂😂😂
233048,"😂 well maybe not, snog a celeb and post the picture if you want to be shameless 😀",shameless but not common 💅
233244,"is it bad that i'm looking forward to hearing ""goats bray"" and sissy (insert last name here)?",😂😂😂😂😂 looking forward to hearing it too 😂😂😂
234484,i don't get why everyone who doesn't deserve them got them reserved,😂😂 to wear with their trash outfits
234866,who's balls? what?,😂😂 i see you changed your banner pic and bio just like ricky 😂😂😂😂
235206,😂😂😂 -john *3 chefs spit it out* lol i'm dyinggggg,bahahaha omg dead 😂😂😂😂
235340,"is nannying goals. ""can you not play in the bathroom? okay, i'm gonna walk away.""",😂😂😂 it's hard in these streets.
235638,i always follow losers!!!,😂 sure rickey whatever you say but thanks for the follow
235684,😂😂😂😂 . . i'm telling you . ppl pray on others downfall .,"so true smh it's sad, they don't wanna see us win"
236274,"😂😂 we might not see rain again until december, christmas came early!",haha! i have literally not seen ca rain since march-and i was in san francisco. it doesn't even think about raining in moho.😕
237278,😂😂😂😂 you think i'd live in that fuckin ghetto warzone ricky????? 😂😂😂😂😂,what part in oakland exactly?
237330,😂😂😂 i know you make these faces too!! pahahahaha,i do a lot of this....especially at work...hahahaha
237606,y'all let cam newton type like an instagram thot. and i have no idea why?,😂😂😂funniest tweet i read all day
238394,😂 it can't be that bad?,ohhhh yes it can
238544,happy b day to the only senior citizen that i know that can still get a hard on without the help of a little pill…,😂😂 wow! thanks love! 😘🐶
239122,😂😂 he too close huh,wayyyyy to close ✋🏾 like stroke that thang nigga foh he humping the bitch 😹😹😹😹
239142,bro sometimes it's best to just not look back lmao,😂😂😂 that might be best
240878,😂😂😂😂 yooo just realized how this is my homie,lololololol this is not yo potna i refuse
243902,😂😂😂😂😂 stop hatin and let that man be a sugar daddy,hell to the fuck no
248846,that's how i get rid of unwanted followers..,😂😂 good luck with that!
249388,naw she gonna kill anika for us🔪🔪,😂 she ain't killing no one. she tried that shit with luscious before 😂
249740,i told u i 🚫 you to get u off my follow list 😎,😂😂😂😂😂😂😂😂😂 ok
249952,don't throw shade favoriting it steven 😒,"😂, cause its so true that shit is trash !"
250386,😂😂😂 i sent that to my friend who's a recent bills fan and wants to jump off the wagon earlier today lol,like not be a bills fan or like 😵? happy to help
251240,😂😂😂 september 20th 2019 we will both grow out man buns and beards,lmao i'll be right there to see that shit 😂😂😂😂
252304,"yeah, cause where is this bus everyone's talking about?! is it still running? m60 🚎",😂😂😂 seriously! i couldn't possibly hate that phrase any more.
252460,😂😂 it was pretty good too.,we no longer friends ✌🏼️
253378,😂 😂 living the dream.,the whole package
254136,😂 they are definitely dry. just give the rest out on halloween 👻,that'd be evil 😂
254482,😂😂 dying at this one,that's a oh shit moment for sure
255244,in this economy?,😂😂😂😂😂😂😂👏👏👏👏👏
256326,no po box will be able to fit the amount of lacroix i'm going to send you for saving me 600 fricken dollars on adobe cc!!!,😂😂😂😂 yassss!!!!congratz!! 🎉🎉🎉
256678,😂 ol' white tongue having ass niggas,with the hot breathe and chapped lips 😭
256712,😂 if you say so,annnnnnd he's better than u 😉
257132,the shit hit her faceeeeeeee hoooomygahhhshshsh 😭😭💀,😂😂😂😂😂😂 sick as shit
258868,"i dont appreciate your sarcasm, dietschy! just keep making cool shit! and being cool!",😂😂😂 whet is sarcasmmm jareddddd but fo real thanks dude 😊✨ same to you 🙌🏻
259118,😂😂😭 thought of that night when i seen this,that's dead gonna bc my new thing lmao
260302,😂 certain things just aren't for everyone ... check the campus store,😂😂 you shady
261586,"just got home and now starting to edit photos for tomorrow's blog post. nope, haven't even written it yet. dear bed, see you never.",😂 you're doing it! good luck 💪
261772,"😂😂😂 i know, your ass used to b crazy af",yeah nothing's changed since high school😂
262884,😂😂 she is moving,lmaooooo i can't take it
263392,haha love tiesto 🙌🏽thank you ✨,😂youre welcome have fun!
263522,😂😂yea i could of done without that snapchat,what do you have to say omar? 😂
263746,😂😂 ima need you to increase that data plan,😂 i'm working on it
265614,it's so frustrating. people are like wow your hair and nails are so thick-yeah it comes with a price!,"😂😭 every time someone compliments her eyebrows ""i knew that thick unibrow would come in handy 1 day"""
265776,why do people think bacon can go with/on anything?? like absolutely not &amp; if you're one of those people you're disturbing af,"😂😂 i seen someone get a donut with bacon on it, almost vomed. ugh"
266422,hillary is a master at spending other people's money - hillary sold america out!…,😂😂😂😂 youmaywant2climbbackinthat basket!thinkyoubumped your headwhenyoufellout.
268382,😂😂😂😂😂 i don't even go early!,it was a different spot it wasn't ur job lmfao que lio! 😭😭😭😭
268394,😂😂😂😂😂 i don't even go early!,i wanted to be around girls and there wasn't none so i dip lmfao
271028,i am bloated and have a gas cramp you did this on purpose,"😂😂🙄🙄 no i didnt do it to you on purpose lol. just means your body isn't used to food that early, that's not good."
271240,😂 sooo if julie would have read my key first y'all would be mad at someone else? i love y'all but y'all are being extra. ❤ missed y'all tho,no you just voted wrong. point blank and the period. its ok we will be over it in like 3 days tho. ps we hate paulie 4 lyfe tho
272494,love the rex secco story from,😂 it doesn't get old!
272692,😂 totally need your therapists number,yes yes sending this to everyone lol
272748,😂😂 thought i was the only one yo,nopeeee lol you know my eating habits are horrible
273460,😂 ughhhhh it's so hard but i know i'm gonna start trying. thank you,"lol that's life, just keep ya head up ✊🏾"
274454,they're all coming back to me as i sit in stats class trying to hide the sheer expression of horror on my face,😂😂😂😂 sounds like a long ass forgetful night 😂😂😂
274594,i'll be pissed,😂 dude come with me! i immediately thought of you when i saw it
275824,👀🤔 you right 👏🏾,😂 what's with the eyes
276580,😂😂 now your forehead is bigger then what it actually is?,just as big as yours:)
277894,😂 totes. its probably like the highlight of my day .... every day 🙄,have fun cleaning up. lol. 😂😂😂
277920,😂😂😂 i was def on cloud 9 also fucking had like 10 joints rolled,my favorite memory this year was when we all had our moment n photoshoot &lt;3
280144,is it yo fault?,😂😂😂😂you know the answer to that!
280362,at least until november 8th when i tell you where to send my giftcard,😂 or mine also if you do any business in ny/nj i would buy you dinner and a 🍺
280874,when you miss the drop,😂😂😂🖕🏼 i was first 50 in store
281382,yo but fuck you keep stressing about your yezzys that made you lose your hair foh,😂😂 bruh i'm tryna get them son you the plug what's good
281428,"😂😂😂rt : prof. bach, my physics teacher, asked me if i have any ...","hey k, did you post a ""link"" reply? as if so, i wasn't able to open it."
281438,i want to suggest monkey king but i feel that is counterproductive to your workout 🌚,😂😂😂😂 everything is counterproductive to my workout .. but that sounds so good!! fuck it lol
281500,"😂😂😂rt : prof. bach, my physics teacher, asked me if i have any ...",we need to shoot a galaxy themed series where ur booty is one of the orbitting masses ';)- and of course too :)
281514,😂😂😂😂 once i helped a 21 year old sneak in and now that i'm older i realize how creepy that was,me being a little home thinking it was cute😭😂😪
282806,😂😂hillary's campaign is already starting to bully&amp; threaten lester holt before mondays debate! 😂😂,how weak of her.
282978,😂😂😂 chill out bruh,bruh come on... and said he need his osprey card back fr fr
285726,this is fake,😂 i hate when people don't fact check b
286382,😂😂😂 if you don't want to get shot this is the solution,she damn right 😂😂😂😂😂
286860,nah man this they first black qb in the history of the franchise,😂😂😂😂😂 i hope he be excellent
287354,😂it don't be coming on anymore 😔,i ain't watch tv in idk how long so i wouldn't know
288418,😂😂😂😂😂 should be,lol baby momma ain't ma thang but thanks for the suggestion 😂
288508,😂😂😂😂😂😂😂😂😂😂😂😂 my mouth got hella dry thinking about that shit,believe me i'm still not happy i ain't even ate the mf yet
288644,lmao i feel like i've seen you make that same actual face before,😂 haha no doubt
289328,no you white ! lmao,😂 i should've just hid it somewhere for when i got back.
292918,"hillary's "" basket of deplorables"" should be "" basket of indictables "" we need a leader not a lia…",😂😂😂😂exactly! that's why the narcissistic bigot will lose in november..
293300,😂😂😂 i love you!❤ and happy birthday!!🎊🎈💖,thank you jaylah ☺️💗 i love you too ❤️❤️ now go write that essay 😂😂
293930,😂😂😂 can't believe this is a memory already,lol bro we really mapped it out. running statistics and everything 😂
295964,😂😂😂 what you know i'm always fuckin with you,i know always playing 😂
296694,the only 'drama' in harry's life is when louis gets mad at him for putting his xbox controller on the top shelf. by…,"😂😂😂they never were a couple, stupid media!!"
296730,such a bitter man you jet fan...soo sad....lol,😂😂not just jets fans the whole league
296820,😂 is making me dinner 😜,"awww, you're so lucky...joe can't even boil water..lol.."
297346,"no, you shut up.",😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
300078,"😂😂😂 i was like woooow. tell me more about this ""relationship"" 😂😂",😂😂dead. i bet he was so serious too
300490,😂😂😂 yea i know that now bc every time i seen you always mad serious,i know i just have that look but 90% time i be thinking bout the funniest shit in my head 😹😹😹😹
300846,people with puzzle teeth shouldn't be allowed to talk in public,😂😂😂 damn that's fucked up!
302186,😂😂😂😂😂 everybody has to find they wings some how.,jmj paved the way. n run dmc helped spark the sneaker culture by making them the focal point
302504,same. one went for over an hour of me singing t swift,😂😂😂😂😂 honestly that makes me feel so much better
302596,😂😂😂 if only they knew tovey said he was team richie bc he'd love to have a love scene with raul 🙈🙉🙊,"who wouldn't! omg, my fb mentions are going insane.:) i had to deactivate my notifications 😎😎😎"
302780,😂🎯😂 gotta watch.. dumbfounded &amp; stoned between two ferns with zach galifianakis: hillary clinton,i saw nothing at all funny about this clip. i must be nuts i guess!
303844,life would be better now if phil simms just use sign language.,😂😂😂😂😂 he's such an idiot when he speaks i swear
304076,😂😂😂 if only they knew tovey said he was team richie bc he'd love to have a love scene with raul 🙈🙉🙊,i definitely love this episode is so rich and fun
304260,what you and your girl in austria do should stay there bro,😂😉 nothing to extreme 😭🔫
304754,😂😂😂 if only they knew tovey said he was team richie bc he'd love to have a love scene with raul 🙈🙉🙊,he is gonna sell windows out of his chicken... 👌👌👌 😂😂😂
304790,that is accurate. the blackest thing about me is my credit score,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
305408,"😂😂i know, i know😉, your just an innocent jersey girl.",lol!! it all comes back to that 😂 have you ever heard how many things i don't pick up on? proof right there lol.
305472,😂😂😂 facts are facts my dude,"these aren't facts, bill might have one , maybe two without tom.. he's a goat himself, but 4? cmon dude"
305950,i feel u menor to swaggy for a nigga who wear gstars,😂😂😂😂 gstars are the wave
305990,that last tweet was mainly directed at you,😂 i'm only 13 seasons behind
306452,😂😂 lmaao it's okay cause i don't think they knew we was talking yet,at least she ain't shit like some
307636,when i find out is working with me saturday morn,😂🙌🏼❤️❤️❤️❤️❤️❤️
308610,😂 it's sick.,it really is. niggas gotta cool it with that 😭
308974,😂 it's not my birthday bro but we out to chili's pa!,lmao fb bugging 😂😂😂 but we out
309336,from one shitty team to a shittier team. but yeah you know how it go. playin on all star rookie year type shit.,😂😂 word. you better win that chip.
310920,😂 well i mean better late than never!,right.im still gettin that money so who cares 😌🤑
310926,thank you hottieness,😂 you're welcome
310964,is a real one for letting me copy his journals!!!! i actually might pass sociology 😢😢😢🏆✊,"😂 no problem, you still have to give me your kitten tho. 💀"
311194,😂🤐 our moms already planed the next trip,did they? lol when are we going
311452,😂😂 but a lot of people like to read &amp; learn from books.,programming? design and stuff is fine. one may not code without practice. it's like learning to swim from a book.
311884,that first night though,😂 that shot of absolut was too much. i'd have been in the bathroom holding back your hair and stuff if you let me💁🏼
311896,let's go on a party boat,😂😂 i was thinking more of like seeing a big artist
312160,😂😂😂😂 why they playing w you leek?,they don't respect me they know i been getting the 4 for 4
312604,😂😂 yeah he's bugging,lmao always
312716,😂 so ima need some different tips,damn i know i'm hungry too now 😂😂😂 but man idk you assed out because that's what helps me lol
313180,"well obviously but they first thought prolly ""here we go again with the bullshit. anotha dumb muthafucka""",😂😂😂 hell yea. like i wish my daughter would
313686,😂😂 im crying right now lol,cuz you know i'm right
314216,lol been a rough week. anticipation was killing me,😂 had to fuck with you. ain't seent u in a bit. happy friday bruh
315758,my driving is hella good 🙄 i'm safe and everything can vouch,😂😂😂 doesn't sound so safe 🙃
318556,😂😂 what i'm serious you can't do that for me,yeah i gotchu lol
318660,😂😂😂 y'all too funny,what's his twitter 😂
319316,cuz they realrt : why do some dudes feel the need to tell me they are watching porn while we are having a casual convo lol,😂😂😂 they too much man
319460,i stayed sleep 😭,😂😭 did they come in your room?
319748,😂😂😂😂😂😂😂😂 well okay then mila,imean do what u gotta do right.........jocette 🤔
324234,😂😂so good!!,is a play on of tech in motion - 'tim' ... timmy! or like the 'emmy' of the tech world. just fun!
325960,"😂😂😂 hopefully we'll know eachother well enough that we won't even have to ask the other what they want, we'll just know",i mean it's pretty easy. just gotta get you your favorite kind of coolers and i'm good
328482,😂😂😂 bro i'll 50 piece you please dont try me. im not ...,listen is the nicest nigga in these 2k streets. i held him down two quarters i know i can atleast make it close wit u
328702,the one with the leather pants that he couldn't pull back up is hilarious,😂😂😂 definitely another of ross' best episodes
330312,hillary clinton demands step-stool at debate,"😂😂 if gets one, give one to too 😂😂"
331516,say fucking word !!!!,😂😂😂lmao i'll really do it bro special order for u. i usually just do brownies. but i was thinking bout food now
334716,😂 that's awful,"it was in 8th grade and i was a little prankster, they def thought i did it on purpose, def got suspended."
334746,😂😂😂 what you going on over there big dawg,bra i'm at work and looked down shorty suckin all whole ass pickle 😂 it's mostly women in this office 😂😂
334898,lol where you be working out at?,😂😂😂 girl i run from here to that lil river over by the coliseum
335500,4 years ago the soccer team was beefing with the girls field hockey team and look how my little bro fabio was comin…,😂😂😂😂😂😂 i remember y'all talking junk in the halls 😂😂😂
335730,😂😂😂😂😂why the raccoon,cause we are both unwanted
335794,"if anyone's seen my friend, i'm lookin for her 👀",😂😂 this literally made me laugh
335872,you and my ex could be best friends 😤,😂😂😂😂😂 i can't show emotions
335968,(it's d*cks per second),😂😂😂. it's hard to get dps when mercy's always hovering.
336156,good looking guy sits beside me in ferry waiting area *spills his coffee all over him while shaking his hand*,😂that's awesome
336382,you would think with the temperatures dropping...but the funk is still present in the people and the streets lol,😂😂😂 def still around
336750,this might be the greatest shower of all time. i'm gonna miss you boo.,😂😂😂😂 saw that on insta snap so cool
336864,😂😂😂 chad the savage,and caveman
336970,😂😂😂😂 my nigga,"😂 i honestly just can't stop myself. like, i really don't know why i do it."
338482,"😂😭 i'm going to find this bitch, don't worry",god bless your soul
338644,just woke up from my nap thinking it was the morning and i missed practice...i went to practice and swam 5hrs ago😳,😂 i just woke up and did the same thing! lmao
338782,😂 but i have dreams of ice skating at,"girl, bye lol"
339234,"""the golden state warriors blew a three one lead """,😂😂😂😂😂 not as bad as the yankees blowing a 3-0 lead tho.
340028,"with brissett out, i think the need to look at . good iq, manages well, spreads tasks out, calm under pressure.",😂put me in coach!!
340500,"😂😂😂 people get mad over anything they do. get some lives, people!!!",right! they're just living!
342804,you really meant it.. you really just hate kids lol cc:,😂😂 where da liquor?
343300,😂😂 people will be dancing the punta at my wedding omg,i've been in so many weddings that i pray i'm never in one again.
348636,😂😂 u was talkin bout food or 😻 ? 👀 lol,honestly neither but now that u put it that way..🤔
348746,😂😂😂😂 trap safely link in bio,whiping through she like i'm a janitor!
349162,keep going...,😂😂😂 it was just a metaphor originally but u just turned it into some whole other shit i wasn't thinking about until now😭😭😅
349764,i was starting to like you and now i see you rooting against my man pirlo,"😂😂 used to work for the fire, still love the bearded one, though!"
349848,"the frame had a big dent, but it's still truckin'!",😂😂😂 gopro's are no joke. might have to pick up one for myself now
350636,😂😂😂😂😂 you need to be exposed,but why thats ny pips last name you got a text from😳
350790,i like that you picked a screenshot where kg's face is covered.,😂. symbolism though. face of the franchise and all that?
351550,lol i could do sum wit that 😉,😂😂😂😂😂😂😂😂😂 alright 🅿️ tell her to get with da winning team
352948,😂😂😂 got until 1030am until the below happens.,"oh you got to snapchat that, it will be legendary!!"
353070,😂😂😂😂😂lmaaooo shit was fire and catchy 🔥🔥🔥🔥,"listening to it now like who gave this a pass???, lmao."
353106,. i cannot. ned &amp; i are packing up &amp; hitting the road. we'll be exploring the everglades while america sorts this out. back nov. 9,😂😂😂 i'm coming with!!!
354348,do u own a fireplace?,😂😂😂😂 who were we saying that to? was it a tebow jersey?!?
354484,😂😂 they're like baby's. everything goes in the mouth,i was shocked because i've had those out before and no interest. whoops!
355826,😂 i got direct mail that is creationist propaganda 😂,same! went straight into the recycling bin underneath my building's mailboxes.
356038,not graduate school! graduate from muhfuggintide to the millions 😭,"😂😂😂😂 now you make sense, he needs to press that forward button im tiiiide"
356288,😂😂 def going i just don't know when,do you go home and do stuff for easter?
356362,she really be feeling herself with the bitmojis,😂😂😂 mom's is lit!
357298,my mom just called me to ask how to change the wallpaper on her phone...,😂😂😂😂 sum my mom would do lol
357774,😂😂😂 yo my dick appointment hasn't even happened yet,lmao is my boy picking you up o que ? dinner y todo 😛😂😂
357864,😂😂😂😂 nah just straight to buisness,no pos wow 😂 i thought white boys would act more like gentlemen
358428,😂😂 lol this entire week ive been about 2 steps away from yet another emotional breakdown lol 😂😂,um. it's about damn time we hang out again
359262,it's crazy to see an entire fam that hates themselves. put them all in rice dammit lol,😂😂😂 lock em up and throw away the keys! we'll keep the babies because they still have hope lol
362268,😂😂😂 i know it's your mood too 😬,it really is 😂
362410,you have no idea how bad your show 's ratings are going to fail. don't believe me ask cnn.,😂😂😂😂 is coming! get the hell out of the way!! 🇺🇸 full steam ahead! 🇺🇸
364954,"i like to think she's out there somewhere in america flourishing, looking fly &amp; being adored by a man worthy of her…",😂😂😂 this is why you gotta treat women as equals in self interest and scamming
365496,😂 scaredshitless bc killy losing 👉🏻 &amp; says politicrap is fact 😂,heeeeere's hillary: please enjoy! hillary clinton: an animal more equal than others…
365920,how u sleep like that i can't breathe,😂😂😂😂 deek sleep why was he the 40 year olds where they set down and fall alsleep
368430,oh don't worry i can lend you an outfit 😘,😂😂😂💀 of course you can 😂
368958,their argument makes no sense ... lmao 🚪🚶🏽,"😂why are u ""arguing"" over my twitter caption lmao u mustve slipped, fallen &amp; broken ur neck in my business. please pick urself up"
369082,"my question is, who's recording this tho",😂😂😂😂😂 i was thing the same thing
369242,😂😂😂 but of course i do. niggas be playing tho!!,really 🤔 good luck finding a man on twitter 😭💀
369314,"i'm sacrificing a chicken, then i'll batter and fry the motherfucker. rest assured hendrix will be playing as it happens.",😂😂😂😂 anything helps vic! she needs prayers and santeria! it doesn't matter lol
369380,😂rt : not looking forward to tomorrow. i have to spend the entire day and evening with my girlfriend's family. 😔,the things we do for love.
369534,"stopped gary and justin from getting into a fight, just like old times.","😂😂😂😂😂😂 omgggg i love them both, tell them to chill lol"
369872,i am on the struggle bus.,😂😂😂 hope you guys having a blast
371388,who's ready for that beatdown today? for life.,😂 can't wait for costa's 20th minute straight red.
371688,😂😂😂 i think i pissed her off.,lmfaooo!!! wait till john sees all this shit..omg i need to go to the store and buy some popcorn..lol
372126,don't say good because i hope you study instead of shopping today since that's your hobby,😂😂😂 sis i'm not leaving my house today
372532,😂😂😏 it was an auto correction as she is saying,"i was chatting with a colleague on im and accidentally wrote ""i'll be back in a sex"" instead of sec , she laughed it off"
372568,😂😂😂😳😳😂hilarious!!,c and x are right next to each other on the american keyboard 😂😃
372728,why does this look like karen,😂😂this is perfect
374108,"😂😂 no bull this is exactly how it be, i be waking up with like shapes n shit on my paper",i'm here tryna study &amp; i'm confused asf 😭 7ams kill me od
374212,😂😂😂😂😂😂😂😂.. trump loving loser.,ctr brain trust.
374548,😂 y'all are ass too?,you're sick in mexicaly! lol
374742,"hmm perhaps she was looking for a particular article, coupon, sale on treats? 😆","😂😂buy me that zignature, woman! it's her favorite but she's eating beneful cuz haven't had time to go to pet shop"
374822,😂😂you good?,"lmao, yeah."
374888,😂 took me 2 readings to get the joke,this is far more accurate than the usual “aboot”
375068,"i better stop before your racist, ignorant, google wrong fact friends start bombarding my mentions. lol",😂 i think you putting some cash money links when u post agent . all those posts and retweets
375304,when you get into a relationship does it come with a photographer or is that like a premium package that costs extr…,😂😂😂😂 good one
375442,😂😭😂 &amp; they be the main ones still bringing up 4-8 too.. smh,lol we real rivals so we can go back and forth. tennessee has no right to talk.
376174,before you block just acknowledge your candidate has lost.,😂😂😂omg...do u also believe in bigfoot 🤔😆😂
376484,can you google some lucid responses? this is too easy.,😂😂😂wow i'm sorry you look that way...blame your mother 👍😎😂
376656,😂 i knew i was dealing with a 5th grader 😂,"omg what a sad bunch...hill supporters, there ya go😎😂"
376776,blocked me.. booooo hooooo,😂😂😂triggered 😂
377246,😂 so accurate. i've been meaning to watch portlandia and you just sold me on it.,i'm a fan of a niche sport involving strong men in unitards. does that count?
377396,😂 jus playing.,copy no harm no foul ima business man so you know had to defend it lol
377828,"oh no, it's not what it looks like",😂😂😂 i know it's just hilarious
379516,killary's largest group of supporters comes from the 115-140 year old group....,😂😂😂😂 if it weren't true
380096,you cool with your president using middle school insults to constantly talk about people?,😂 sometimes
381192,"its was me, ur the friend",😂😂😂😂 other way round mate. you two have fun 😉
