,date,AA,GE,IBM,MSFT
1055,1994-04-05 00:00:00,6.49,5.2,11.04,2.15
1056,1994-04-06 00:00:00,6.53,5.14,10.99,2.19
1057,1994-04-07 00:00:00,6.53,5.17,10.99,2.2
1058,1994-04-08 00:00:00,6.44,5.12,10.86,2.14
1059,1994-04-11 00:00:00,6.46,5.18,10.96,2.14
1060,1994-04-12 00:00:00,6.46,5.22,10.94,2.08
1061,1994-04-13 00:00:00,6.27,5.2,10.83,2.08
1062,1994-04-14 00:00:00,6.26,5.13,11.14,2.07
1063,1994-04-15 00:00:00,6.11,5.09,10.96,2.08
1064,1994-04-18 00:00:00,5.99,4.99,11.04,2.04
1065,1994-04-19 00:00:00,5.86,5.03,11.04,2.16
1066,1994-04-20 00:00:00,5.98,5.03,10.81,2.2
1067,1994-04-21 00:00:00,6.02,5.07,12.07,2.25
1068,1994-04-22 00:00:00,6.11,5.05,12.15,2.25
1069,1994-04-25 00:00:00,6.19,5.09,12.25,2.3
1070,1994-04-26 00:00:00,6.2,5.05,12.1,2.33
1071,1994-04-28 00:00:00,6.12,5.08,11.82,2.26
1072,1994-04-29 00:00:00,6.13,5.01,11.89,2.27
1073,1994-05-02 00:00:00,6.4,5.05,12.0,2.35
1074,1994-05-03 00:00:00,6.31,5.07,12.07,2.3
1075,1994-05-04 00:00:00,6.27,5.15,11.94,2.34
1076,1994-05-05 00:00:00,6.25,5.14,11.87,2.32
1077,1994-05-06 00:00:00,6.2,5.08,11.74,2.27
1078,1994-05-09 00:00:00,6.17,4.99,11.84,2.27
1079,1994-05-10 00:00:00,6.15,5.0,12.05,2.31
1080,1994-05-11 00:00:00,6.13,4.91,11.89,2.3
1081,1994-05-12 00:00:00,6.11,4.93,11.89,2.32
1082,1994-05-13 00:00:00,6.23,5.02,11.94,2.37
1083,1994-05-16 00:00:00,6.2,4.99,12.15,2.33
1084,1994-05-17 00:00:00,6.4,5.01,12.72,2.32
1085,1994-05-18 00:00:00,6.5,5.04,12.62,2.38
1086,1994-05-19 00:00:00,6.46,5.08,12.75,2.42
1087,1994-05-20 00:00:00,6.48,5.01,12.91,2.4
1088,1994-05-23 00:00:00,6.41,4.95,12.83,2.48
1089,1994-05-24 00:00:00,6.32,5.0,13.11,2.51
1090,1994-05-25 00:00:00,6.4,5.0,13.22,2.58
1091,1994-05-26 00:00:00,6.35,5.1,13.29,2.55
1092,1994-05-27 00:00:00,6.37,5.16,13.22,2.57
1093,1994-05-31 00:00:00,6.41,5.24,13.09,2.64
1094,1994-06-01 00:00:00,6.38,5.28,13.19,2.6
1095,1994-06-02 00:00:00,6.38,5.26,12.88,2.57
1096,1994-06-03 00:00:00,6.41,5.2,12.67,2.6
1097,1994-06-06 00:00:00,6.44,5.13,13.01,2.68
1098,1994-06-07 00:00:00,6.34,5.13,13.01,2.63
1099,1994-06-08 00:00:00,6.41,5.07,12.8,2.55
1100,1994-06-09 00:00:00,6.46,5.09,12.88,2.57
1101,1994-06-10 00:00:00,6.62,5.03,13.01,2.58
1102,1994-06-13 00:00:00,6.83,5.08,13.24,2.6
1103,1994-06-14 00:00:00,6.88,5.05,13.5,2.63
1104,1994-06-15 00:00:00,6.76,5.0,13.24,2.66
1105,1994-06-16 00:00:00,6.79,5.05,13.06,2.63
1106,1994-06-17 00:00:00,6.77,5.03,12.96,2.6
1107,1994-06-20 00:00:00,6.67,4.99,12.8,2.63
1108,1994-06-21 00:00:00,6.75,4.86,12.67,2.58
1109,1994-06-22 00:00:00,6.76,4.82,12.88,2.53
1110,1994-06-23 00:00:00,6.78,4.87,12.65,2.46
1111,1994-06-24 00:00:00,6.58,4.87,12.44,2.43
1112,1994-06-27 00:00:00,6.66,4.99,12.78,2.55
1113,1994-06-28 00:00:00,6.54,5.01,12.7,2.52
1114,1994-06-29 00:00:00,6.6,5.05,12.54,2.52
1115,1994-06-30 00:00:00,6.63,4.95,12.2,2.54
1116,1994-07-01 00:00:00,6.85,4.92,11.84,2.47
1117,1994-07-05 00:00:00,6.88,4.98,11.68,2.41
1118,1994-07-06 00:00:00,6.99,5.01,11.84,2.37
1119,1994-07-07 00:00:00,6.83,5.03,11.79,2.47
1120,1994-07-08 00:00:00,7.16,5.03,11.76,2.43
1121,1994-07-11 00:00:00,7.11,5.01,11.56,2.38
1122,1994-07-12 00:00:00,7.19,4.97,11.61,2.36
1123,1994-07-13 00:00:00,7.18,4.97,11.79,2.43
1124,1994-07-14 00:00:00,7.2,5.05,12.1,2.39
1125,1994-07-15 00:00:00,7.29,5.08,11.82,2.39
1126,1994-07-18 00:00:00,7.48,5.08,11.82,2.48
1127,1994-07-19 00:00:00,7.44,5.18,11.56,2.46
1128,1994-07-20 00:00:00,7.31,5.17,11.61,2.38
1129,1994-07-21 00:00:00,7.34,5.14,12.96,2.35
1130,1994-07-22 00:00:00,7.2,5.26,12.75,2.48
1131,1994-07-25 00:00:00,7.17,5.29,12.93,2.51
1132,1994-07-26 00:00:00,7.31,5.21,12.96,2.47
1133,1994-07-27 00:00:00,7.06,5.17,12.98,2.43
1134,1994-07-28 00:00:00,6.97,5.25,12.93,2.43
1135,1994-07-29 00:00:00,7.1,5.34,12.85,2.53
1136,1994-08-01 00:00:00,7.2,5.33,13.06,2.62
1137,1994-08-02 00:00:00,7.27,5.3,12.93,2.59
1138,1994-08-03 00:00:00,7.28,5.26,13.09,2.62
1139,1994-08-04 00:00:00,7.23,5.14,13.17,2.59
1140,1994-08-05 00:00:00,7.17,5.2,13.01,2.58
1141,1994-08-08 00:00:00,7.17,5.25,13.19,2.6
1142,1994-08-09 00:00:00,7.19,5.18,13.45,2.63
1143,1994-08-10 00:00:00,7.18,5.12,13.37,2.66
1144,1994-08-11 00:00:00,7.12,5.05,13.48,2.71
1145,1994-08-12 00:00:00,7.11,5.1,13.3,2.71
1146,1994-08-15 00:00:00,7.02,5.17,13.42,2.67
1147,1994-08-16 00:00:00,7.06,5.14,13.48,2.7
1148,1994-08-17 00:00:00,7.04,5.08,13.53,2.74
1149,1994-08-18 00:00:00,7.03,5.0,13.82,2.73
1150,1994-08-19 00:00:00,7.01,5.08,14.21,2.7
1151,1994-08-22 00:00:00,7.04,5.06,14.13,2.68
1152,1994-08-23 00:00:00,7.06,5.17,14.1,2.73
1153,1994-08-24 00:00:00,7.25,5.22,14.05,2.74
1154,1994-08-25 00:00:00,7.27,5.26,14.47,2.76
1155,1994-08-26 00:00:00,7.4,5.38,14.6,2.79
1156,1994-08-29 00:00:00,7.47,5.33,14.47,2.8
1157,1994-08-30 00:00:00,7.6,5.3,14.47,2.87
1158,1994-08-31 00:00:00,7.66,5.28,14.29,2.86
1159,1994-09-01 00:00:00,7.57,5.33,14.15,2.76
1160,1994-09-02 00:00:00,7.53,5.3,14.03,2.75
1161,1994-09-06 00:00:00,7.59,5.24,14.08,2.75
1162,1994-09-07 00:00:00,7.52,5.2,14.08,2.79
1163,1994-09-08 00:00:00,7.59,5.21,14.15,2.85
1164,1994-09-09 00:00:00,7.56,5.21,14.03,2.79
1165,1994-09-12 00:00:00,7.53,5.21,14.15,2.76
1166,1994-09-13 00:00:00,7.66,5.25,14.44,2.83
1167,1994-09-14 00:00:00,7.69,5.33,14.55,2.83
1168,1994-09-15 00:00:00,7.79,5.45,14.55,2.86
1169,1994-09-16 00:00:00,7.89,5.41,14.81,2.79
1170,1994-09-19 00:00:00,7.82,5.36,14.68,2.79
1171,1994-09-20 00:00:00,7.77,5.25,14.65,2.75
1172,1994-09-21 00:00:00,7.75,5.25,14.49,2.81
1173,1994-09-22 00:00:00,7.69,5.21,14.52,2.8
1174,1994-09-23 00:00:00,7.72,5.17,14.42,2.75
1175,1994-09-26 00:00:00,7.79,5.26,14.39,2.73
1176,1994-09-27 00:00:00,7.94,5.21,14.39,2.78
1177,1994-09-28 00:00:00,7.98,5.21,14.29,2.8
1178,1994-09-29 00:00:00,7.82,5.21,14.49,2.78
1179,1994-09-30 00:00:00,7.73,5.14,14.52,2.76
1180,1994-10-03 00:00:00,7.83,5.09,14.36,2.74
1181,1994-10-04 00:00:00,7.71,5.02,14.26,2.7
1182,1994-10-05 00:00:00,7.55,5.06,14.42,2.73
1183,1994-10-06 00:00:00,7.59,5.02,14.34,2.68
1184,1994-10-07 00:00:00,7.69,5.0,14.83,2.67
1185,1994-10-10 00:00:00,7.59,5.01,14.91,2.69
1186,1994-10-11 00:00:00,7.6,5.17,14.94,2.74
1187,1994-10-12 00:00:00,7.68,5.36,15.25,2.76
1188,1994-10-13 00:00:00,7.6,5.34,15.07,2.81
1189,1994-10-14 00:00:00,7.93,5.38,15.25,2.75
1190,1994-10-17 00:00:00,7.89,5.38,15.28,2.71
1191,1994-10-18 00:00:00,7.89,5.33,15.54,2.78
1192,1994-10-19 00:00:00,8.06,5.37,15.72,2.83
1193,1994-10-20 00:00:00,8.23,5.24,15.64,2.93
1194,1994-10-21 00:00:00,8.09,5.06,15.56,2.92
1195,1994-10-24 00:00:00,7.87,5.12,15.22,2.89
1196,1994-10-25 00:00:00,7.76,5.1,15.41,2.93
1197,1994-10-26 00:00:00,7.75,5.12,15.51,3.0
1198,1994-10-27 00:00:00,7.75,5.14,15.46,3.03
1199,1994-10-28 00:00:00,7.76,5.28,15.87,3.05
1200,1994-10-31 00:00:00,7.81,5.22,15.54,3.09
1201,1994-11-01 00:00:00,7.72,5.18,15.41,3.08
1202,1994-11-02 00:00:00,7.59,5.16,15.48,3.09
1203,1994-11-03 00:00:00,7.65,5.18,15.33,3.08
1204,1994-11-04 00:00:00,7.67,5.13,14.88,3.02
1205,1994-11-07 00:00:00,7.62,5.16,15.04,3.04
1206,1994-11-08 00:00:00,7.68,5.25,15.28,3.13
1207,1994-11-09 00:00:00,7.48,5.21,15.49,3.13
1208,1994-11-10 00:00:00,7.42,5.21,15.07,3.13
1209,1994-11-11 00:00:00,7.42,5.21,15.14,3.06
1210,1994-11-14 00:00:00,7.63,5.21,15.25,3.17
1211,1994-11-15 00:00:00,7.68,5.21,15.3,3.17
1212,1994-11-16 00:00:00,7.67,5.26,15.22,3.17
1213,1994-11-17 00:00:00,7.59,5.21,15.3,3.16
1214,1994-11-18 00:00:00,7.67,5.21,15.33,3.15
1215,1994-11-21 00:00:00,7.63,5.06,15.25,3.12
1216,1994-11-22 00:00:00,7.39,4.97,14.6,3.05
1217,1994-11-23 00:00:00,7.15,4.94,14.65,3.02
1218,1994-11-25 00:00:00,7.36,4.94,14.81,3.06
1219,1994-11-28 00:00:00,7.44,5.05,14.78,3.11
1220,1994-11-29 00:00:00,7.42,4.98,14.78,3.15
1221,1994-11-30 00:00:00,7.48,4.92,14.81,3.09
1222,1994-12-01 00:00:00,7.41,4.88,14.54,3.07
1223,1994-12-02 00:00:00,7.51,5.04,14.94,3.11
1224,1994-12-05 00:00:00,7.57,5.01,14.94,3.11
1225,1994-12-06 00:00:00,7.59,4.97,14.99,3.11
1226,1994-12-07 00:00:00,7.52,5.06,14.91,3.09
1227,1994-12-08 00:00:00,7.25,4.93,14.67,3.07
1228,1994-12-09 00:00:00,7.23,5.01,14.96,3.1
1229,1994-12-12 00:00:00,7.35,5.06,14.78,3.1
1230,1994-12-13 00:00:00,7.27,5.12,14.6,3.08
1231,1994-12-14 00:00:00,7.32,5.21,14.7,3.11
1232,1994-12-15 00:00:00,7.48,5.24,14.75,3.12
1233,1994-12-16 00:00:00,7.65,5.37,14.67,3.11
1234,1994-12-19 00:00:00,7.51,5.34,14.99,3.08
1235,1994-12-20 00:00:00,7.4,5.32,14.81,2.94
1236,1994-12-21 00:00:00,7.59,5.33,15.41,3.02
1237,1994-12-22 00:00:00,7.65,5.4,15.38,2.98
1238,1994-12-23 00:00:00,7.71,5.36,15.38,2.99
1239,1994-12-27 00:00:00,7.8,5.52,15.54,2.98
1240,1994-12-28 00:00:00,7.81,5.51,15.28,3.0
1241,1994-12-29 00:00:00,7.81,5.56,15.56,3.04
1242,1994-12-30 00:00:00,7.94,5.49,15.38,3.0
1243,1995-01-03 00:00:00,7.83,5.49,15.43,2.96
1244,1995-01-04 00:00:00,7.86,5.49,15.56,2.98
1245,1995-01-05 00:00:00,7.8,5.51,15.49,2.93
1246,1995-01-06 00:00:00,8.03,5.48,15.72,2.98
1247,1995-01-09 00:00:00,8.11,5.43,15.8,2.96
1248,1995-01-10 00:00:00,8.07,5.47,16.03,3.0
1249,1995-01-11 00:00:00,8.05,5.55,15.9,3.01
1250,1995-01-12 00:00:00,8.1,5.53,15.9,3.01
1251,1995-01-13 00:00:00,8.17,5.6,15.98,3.08
1252,1995-01-16 00:00:00,8.11,5.67,16.22,3.15
1253,1995-01-17 00:00:00,7.98,5.6,16.22,3.17
1254,1995-01-18 00:00:00,8.1,5.63,16.17,3.2
1255,1995-01-19 00:00:00,8.01,5.49,16.01,3.12
1256,1995-01-20 00:00:00,7.89,5.49,15.77,3.03
1257,1995-01-23 00:00:00,7.9,5.41,15.54,3.08
1258,1995-01-24 00:00:00,7.77,5.43,15.49,3.05
1259,1995-01-25 00:00:00,7.86,5.47,15.14,3.03
1260,1995-01-26 00:00:00,7.74,5.49,15.14,2.94
1261,1995-01-27 00:00:00,7.42,5.44,15.17,2.94
1262,1995-01-30 00:00:00,7.14,5.51,15.01,2.9
1263,1995-01-31 00:00:00,7.24,5.55,15.09,2.92
1264,1995-02-01 00:00:00,7.4,5.51,15.41,2.9
1265,1995-02-02 00:00:00,7.43,5.52,15.56,2.9
1266,1995-02-03 00:00:00,7.73,5.62,15.62,2.95
1267,1995-02-06 00:00:00,7.37,5.6,15.62,2.99
1268,1995-02-07 00:00:00,7.37,5.6,15.59,3.0
1269,1995-02-08 00:00:00,7.19,5.6,15.59,3.04
1270,1995-02-09 00:00:00,7.36,5.63,15.75,3.04
1271,1995-02-10 00:00:00,7.39,5.62,15.75,3.05
1272,1995-02-13 00:00:00,7.42,5.67,15.72,3.05
1273,1995-02-14 00:00:00,7.45,5.67,15.88,3.04
1274,1995-02-15 00:00:00,7.53,5.78,15.88,2.98
1275,1995-02-16 00:00:00,7.65,5.83,15.85,2.99
1276,1995-02-17 00:00:00,7.44,5.78,15.75,2.97
1277,1995-02-21 00:00:00,7.61,5.8,15.59,2.93
1278,1995-02-22 00:00:00,7.46,5.94,15.59,3.02
1279,1995-02-23 00:00:00,7.57,5.97,15.59,3.03
1280,1995-02-24 00:00:00,7.46,5.9,15.72,3.01
1281,1995-02-27 00:00:00,7.28,5.78,15.54,3.03
1282,1995-02-28 00:00:00,7.19,5.9,15.8,3.09
1283,1995-03-01 00:00:00,7.0,5.88,15.83,3.11
1284,1995-03-02 00:00:00,7.09,5.77,16.22,3.13
1285,1995-03-03 00:00:00,7.23,5.75,16.77,3.13
1286,1995-03-06 00:00:00,7.03,5.73,16.85,3.16
1287,1995-03-07 00:00:00,6.86,5.71,16.74,3.21
1288,1995-03-08 00:00:00,7.0,5.78,16.74,3.36
1289,1995-03-09 00:00:00,6.93,5.78,16.93,3.33
1290,1995-03-10 00:00:00,7.05,5.94,17.03,3.37
1291,1995-03-13 00:00:00,7.03,5.93,17.22,3.39
1292,1995-03-14 00:00:00,6.89,5.97,17.11,3.52
1293,1995-03-15 00:00:00,7.03,5.83,17.16,3.46
1294,1995-03-16 00:00:00,7.05,5.96,17.53,3.44
1295,1995-03-17 00:00:00,6.93,5.89,17.35,3.44
1296,1995-03-20 00:00:00,7.09,5.88,17.53,3.49
1297,1995-03-21 00:00:00,6.98,5.9,17.27,3.46
1298,1995-03-22 00:00:00,7.37,5.93,17.14,3.48
1299,1995-03-23 00:00:00,7.37,5.92,17.5,3.57
1300,1995-03-24 00:00:00,7.53,5.97,17.56,3.63
1301,1995-03-27 00:00:00,7.44,5.93,17.85,3.59
1302,1995-03-28 00:00:00,7.49,5.96,17.74,3.62
1303,1995-03-29 00:00:00,7.44,5.97,17.43,3.55
1304,1995-03-30 00:00:00,7.9,5.94,17.29,3.54
1305,1995-03-31 00:00:00,7.65,5.86,17.24,3.49
1306,1995-04-03 00:00:00,7.6,5.93,17.4,3.44
1307,1995-04-04 00:00:00,7.69,5.96,17.43,3.43
1308,1995-04-05 00:00:00,7.86,5.96,17.64,3.47
1309,1995-04-06 00:00:00,7.72,6.0,17.61,3.44
1310,1995-04-07 00:00:00,7.72,5.96,17.64,3.42
1311,1995-04-10 00:00:00,7.88,5.97,18.06,3.48
1312,1995-04-11 00:00:00,7.95,5.94,18.21,3.54
1313,1995-04-12 00:00:00,7.86,5.94,18.29,3.52
1314,1995-04-13 00:00:00,8.25,5.97,18.13,3.56
1315,1995-04-17 00:00:00,8.02,5.85,18.45,3.8
1316,1995-04-18 00:00:00,7.92,5.86,18.53,3.77
1317,1995-04-19 00:00:00,8.09,5.94,18.29,3.74
1318,1995-04-20 00:00:00,8.13,5.86,18.69,3.7
1319,1995-04-21 00:00:00,8.25,5.97,19.24,3.68
1320,1995-04-24 00:00:00,8.41,6.02,19.63,3.82
1321,1995-04-25 00:00:00,8.32,6.05,19.66,3.93
1322,1995-04-26 00:00:00,8.13,6.06,20.0,3.91
1323,1995-04-27 00:00:00,8.02,6.12,20.34,3.86
1324,1995-04-28 00:00:00,8.27,6.08,19.87,4.02
1325,1995-05-01 00:00:00,8.2,6.12,19.34,4.03
1326,1995-05-02 00:00:00,8.29,6.11,19.5,3.91
1327,1995-05-03 00:00:00,8.45,6.15,19.79,3.97
1328,1995-05-04 00:00:00,8.13,6.2,19.74,4.0
1329,1995-05-05 00:00:00,7.71,6.23,19.6,3.93
1330,1995-05-08 00:00:00,8.06,6.35,19.74,3.92
1331,1995-05-09 00:00:00,7.96,6.36,19.71,3.92
1332,1995-05-10 00:00:00,8.03,6.42,19.76,3.89
1333,1995-05-11 00:00:00,8.24,6.34,19.84,4.0
1334,1995-05-12 00:00:00,8.64,6.4,19.87,3.97
1335,1995-05-15 00:00:00,8.8,6.25,20.0,3.99
1336,1995-05-16 00:00:00,8.7,6.17,19.92,4.17
1337,1995-05-17 00:00:00,8.61,6.24,19.97,4.22
1338,1995-05-18 00:00:00,8.47,6.13,19.6,4.16
1339,1995-05-19 00:00:00,8.7,6.13,19.66,4.19
1340,1995-05-22 00:00:00,8.87,6.2,20.05,4.29
1341,1995-05-23 00:00:00,9.01,6.25,20.47,4.35
1342,1995-05-24 00:00:00,8.91,6.2,20.24,4.3
1343,1995-05-25 00:00:00,8.68,6.13,20.37,4.38
1344,1995-05-26 00:00:00,8.66,6.12,20.0,4.3
1345,1995-05-30 00:00:00,8.64,6.15,19.5,4.08
1346,1995-05-31 00:00:00,8.61,6.3,19.58,4.16
1347,1995-06-01 00:00:00,8.57,6.3,19.84,4.13
1348,1995-06-02 00:00:00,8.33,6.16,19.76,4.08
1349,1995-06-05 00:00:00,8.54,6.28,19.21,4.16
1350,1995-06-06 00:00:00,8.43,6.25,19.24,4.08
1351,1995-06-07 00:00:00,8.43,6.23,18.92,4.13
1352,1995-06-08 00:00:00,8.43,6.17,18.81,4.13
1353,1995-06-09 00:00:00,8.29,6.04,18.76,4.17
1354,1995-06-12 00:00:00,8.24,6.16,19.0,4.11
1355,1995-06-13 00:00:00,8.2,6.24,19.32,4.12
1356,1995-06-14 00:00:00,8.24,6.27,19.58,4.12
1357,1995-06-15 00:00:00,8.27,6.27,19.58,4.17
1358,1995-06-16 00:00:00,8.29,6.23,19.5,4.27
1359,1995-06-19 00:00:00,8.57,6.28,19.74,4.41
1360,1995-06-20 00:00:00,8.5,6.21,20.58,4.49
1361,1995-06-21 00:00:00,8.66,6.2,20.45,4.44
1362,1995-06-22 00:00:00,8.77,6.21,20.53,4.51
1363,1995-06-23 00:00:00,8.77,6.2,20.76,4.48
1364,1995-06-26 00:00:00,8.8,6.17,20.68,4.41
1365,1995-06-27 00:00:00,8.77,6.16,20.08,4.27
1366,1995-06-28 00:00:00,8.89,6.16,20.24,4.32
1367,1995-06-29 00:00:00,8.98,6.08,20.42,4.39
1368,1995-06-30 00:00:00,9.28,6.16,20.21,4.44
1369,1995-07-03 00:00:00,9.45,6.24,20.55,4.47
1370,1995-07-05 00:00:00,9.77,6.31,20.37,4.45
1371,1995-07-06 00:00:00,10.09,6.45,20.81,4.56
1372,1995-07-07 00:00:00,10.37,6.56,20.95,4.7
1373,1995-07-10 00:00:00,10.09,6.53,21.18,4.86
1374,1995-07-11 00:00:00,9.95,6.45,21.0,4.74
1375,1995-07-12 00:00:00,10.35,6.47,21.39,4.91
1376,1995-07-13 00:00:00,10.51,6.4,21.84,4.92
1377,1995-07-14 00:00:00,10.6,6.36,21.87,5.09
1378,1995-07-17 00:00:00,10.51,6.51,22.58,5.35
1379,1995-07-18 00:00:00,10.35,6.45,22.53,5.0
1380,1995-07-19 00:00:00,10.19,6.36,21.32,4.64
1381,1995-07-20 00:00:00,10.16,6.49,21.92,4.72
1382,1995-07-21 00:00:00,10.19,6.55,21.81,4.52
1383,1995-07-24 00:00:00,10.02,6.52,22.63,4.6
1384,1995-07-25 00:00:00,10.28,6.52,22.81,4.73
1385,1995-07-26 00:00:00,10.23,6.48,22.95,4.72
1386,1995-07-27 00:00:00,10.4,6.48,23.32,4.74
1387,1995-07-28 00:00:00,10.53,6.42,23.29,4.55
1388,1995-07-31 00:00:00,10.56,6.45,22.92,4.44
1389,1995-08-01 00:00:00,10.37,6.41,23.08,4.4
1390,1995-08-02 00:00:00,10.37,6.27,22.63,4.37
1391,1995-08-03 00:00:00,10.6,6.27,22.95,4.48
1392,1995-08-04 00:00:00,10.53,6.3,22.87,4.61
1393,1995-08-07 00:00:00,10.72,6.42,22.92,4.6
1394,1995-08-08 00:00:00,10.69,6.45,23.13,4.59
1395,1995-08-09 00:00:00,10.55,6.41,23.18,4.74
1396,1995-08-10 00:00:00,10.46,6.34,23.03,4.62
1397,1995-08-11 00:00:00,10.55,6.31,23.05,4.74
1398,1995-08-14 00:00:00,10.53,6.41,23.37,4.85
1399,1995-08-15 00:00:00,10.37,6.41,23.63,4.83
1400,1995-08-16 00:00:00,10.83,6.37,23.71,4.85
1401,1995-08-17 00:00:00,10.95,6.3,23.97,4.87
1402,1995-08-18 00:00:00,10.81,6.26,23.5,4.77
1403,1995-08-21 00:00:00,10.9,6.29,22.53,4.64
1404,1995-08-22 00:00:00,11.11,6.29,22.71,4.88
1405,1995-08-23 00:00:00,10.97,6.26,22.5,4.81
1406,1995-08-24 00:00:00,10.86,6.31,22.13,4.72
1407,1995-08-25 00:00:00,10.92,6.38,21.92,4.64
1408,1995-08-28 00:00:00,10.9,6.42,21.44,4.42
1409,1995-08-29 00:00:00,11.06,6.44,21.6,4.51
1410,1995-08-30 00:00:00,10.97,6.45,21.44,4.58
1411,1995-08-31 00:00:00,10.62,6.44,21.81,4.54
1412,1995-09-01 00:00:00,10.58,6.42,21.68,4.41
1413,1995-09-05 00:00:00,10.67,6.42,21.34,4.67
1414,1995-09-06 00:00:00,10.74,6.49,21.26,4.59
1415,1995-09-07 00:00:00,10.74,6.47,20.97,4.65
1416,1995-09-08 00:00:00,10.83,6.42,20.86,4.69
1417,1995-09-11 00:00:00,11.11,6.44,20.34,4.79
1418,1995-09-12 00:00:00,11.11,6.56,20.57,4.73
1419,1995-09-13 00:00:00,10.9,6.63,19.97,4.72
1420,1995-09-14 00:00:00,10.86,6.82,19.7,4.66
1421,1995-09-15 00:00:00,10.51,6.98,19.47,4.59
1422,1995-09-18 00:00:00,10.25,6.82,19.86,4.52
1423,1995-09-19 00:00:00,10.04,6.78,20.42,4.58
1424,1995-09-20 00:00:00,9.95,6.78,20.2,4.57
1425,1995-09-21 00:00:00,10.04,6.79,19.91,4.45
1426,1995-09-22 00:00:00,9.88,6.89,19.81,4.41
1427,1995-09-25 00:00:00,9.65,7.04,19.57,4.43
1428,1995-09-26 00:00:00,9.48,7.02,19.6,4.33
1429,1995-09-27 00:00:00,9.69,6.99,19.91,4.35
1430,1995-09-28 00:00:00,9.81,6.96,19.81,4.49
1431,1995-09-29 00:00:00,9.83,7.01,19.94,4.44
1432,1995-10-02 00:00:00,9.74,6.99,19.73,4.33
1433,1995-10-03 00:00:00,9.39,6.95,20.02,4.36
1434,1995-10-04 00:00:00,9.2,7.0,19.78,4.23
1435,1995-10-05 00:00:00,9.6,6.93,19.94,4.3
1436,1995-10-06 00:00:00,9.88,6.92,19.86,4.22
1437,1995-10-09 00:00:00,9.81,6.92,19.41,4.08
1438,1995-10-10 00:00:00,9.88,6.89,19.15,4.11
1439,1995-10-11 00:00:00,9.79,6.84,19.52,4.25
1440,1995-10-12 00:00:00,9.53,6.92,19.62,4.3
1441,1995-10-13 00:00:00,9.6,6.93,19.52,4.24
1442,1995-10-16 00:00:00,9.83,6.92,19.83,4.26
1443,1995-10-17 00:00:00,9.62,7.04,20.44,4.48
1444,1995-10-18 00:00:00,9.44,7.07,20.34,4.7
1445,1995-10-19 00:00:00,9.51,7.18,20.73,4.75
1446,1995-10-20 00:00:00,9.51,7.11,20.12,4.69
1447,1995-10-23 00:00:00,9.0,6.99,20.89,4.73
1448,1995-10-24 00:00:00,9.37,6.93,20.68,4.79
1449,1995-10-25 00:00:00,9.23,6.93,20.28,4.71
1450,1995-10-26 00:00:00,9.02,6.88,20.23,4.81
1451,1995-10-27 00:00:00,9.16,6.85,20.36,4.91
1452,1995-10-30 00:00:00,9.6,6.95,20.73,5.05
1453,1995-10-31 00:00:00,9.48,6.96,20.52,4.91
1454,1995-11-01 00:00:00,9.55,6.85,20.44,4.83
1455,1995-11-02 00:00:00,9.62,6.99,21.02,4.91
1456,1995-11-03 00:00:00,9.71,6.9,21.42,4.89
1457,1995-11-06 00:00:00,9.71,6.92,21.21,4.78
1458,1995-11-07 00:00:00,9.69,6.99,20.84,4.57
1459,1995-11-08 00:00:00,9.78,7.14,20.68,4.68
1460,1995-11-09 00:00:00,9.83,7.15,20.81,4.86
1461,1995-11-10 00:00:00,10.11,7.22,20.6,4.76
1462,1995-11-13 00:00:00,10.11,7.22,20.6,4.73
1463,1995-11-14 00:00:00,9.92,7.21,20.18,4.62
1464,1995-11-15 00:00:00,9.78,7.26,20.2,4.62
1465,1995-11-16 00:00:00,9.81,7.44,20.23,4.41
1466,1995-11-17 00:00:00,9.81,7.37,20.12,4.29
1467,1995-11-20 00:00:00,9.78,7.32,19.67,4.22
1468,1995-11-21 00:00:00,10.3,7.41,19.99,4.32
1469,1995-11-22 00:00:00,10.79,7.29,20.15,4.29
1470,1995-11-24 00:00:00,10.83,7.26,20.28,4.32
1471,1995-11-27 00:00:00,10.86,7.19,20.28,4.29
1472,1995-11-28 00:00:00,10.74,7.37,20.52,4.49
1473,1995-11-29 00:00:00,10.9,7.44,20.55,4.41
1474,1995-11-30 00:00:00,10.93,7.39,20.44,4.28
1475,1995-12-01 00:00:00,10.72,7.55,20.04,4.24
1476,1995-12-04 00:00:00,10.76,7.65,20.33,4.32
1477,1995-12-05 00:00:00,10.88,7.69,20.26,4.22
1478,1995-12-06 00:00:00,10.88,7.85,20.26,4.45
1479,1995-12-07 00:00:00,10.62,7.8,20.04,4.44
1480,1995-12-08 00:00:00,10.46,7.74,20.49,4.64
1481,1995-12-11 00:00:00,10.27,7.79,20.36,4.57
1482,1995-12-12 00:00:00,10.16,7.92,20.18,4.49
1483,1995-12-13 00:00:00,10.2,7.92,19.99,4.51
1484,1995-12-14 00:00:00,10.2,7.85,19.83,4.36
1485,1995-12-15 00:00:00,10.2,7.96,19.09,4.34
1486,1995-12-18 00:00:00,10.06,7.99,18.83,4.27
1487,1995-12-19 00:00:00,10.55,7.92,19.43,4.46
1488,1995-12-20 00:00:00,10.48,7.7,18.91,4.28
1489,1995-12-21 00:00:00,9.97,7.76,19.22,4.42
1490,1995-12-22 00:00:00,9.97,7.88,19.3,4.44
